,sample,study,project,condition,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,Biological Replicates,R1,R2,BAM,alignment,DOI,GEO,Published,SRX,Run,Notes,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
ecoli_00344,oxyR__oxyR_ale20__2,OxyR ALE,oxyR,oxyR_ale20,2,Amitesh Anand,Amitesh Anand,3/8/2019,Escherichia coli OxyR.20.40,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,Endpoint,Clonal,HiSeq 4000,,2,s3://precise-db/raw_data/oxyR/PAL052_S52_L001_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL052_S52_L002_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL052_S52_L003_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL052_S52_L004_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL052_S52_L001_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL052_S52_L002_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL052_S52_L003_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL052_S52_L004_R2_001.fastq.gz,,,https://doi.org/10.1093/molbev/msz251,,1,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,oxyR:oxyR_ale20,TRUE,TRUE
ecoli_00345,oxyR__oxyR_ale20_h2o2__1,OxyR ALE,oxyR,oxyR_ale20_h2o2,1,Amitesh Anand,Amitesh Anand,3/8/2019,Escherichia coli OxyR.20.40,GMOS,M9,glucose(4),NH4Cl(1),O2,,H2O2(2mM),37,7,,Batch,,Endpoint,Clonal,HiSeq 4000,,2,s3://precise-db/raw_data/oxyR/PAL053_S53_L001_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL053_S53_L002_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL053_S53_L003_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL053_S53_L004_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL053_S53_L001_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL053_S53_L002_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL053_S53_L003_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL053_S53_L004_R2_001.fastq.gz,,,https://doi.org/10.1093/molbev/msz251,,1,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,oxyR:oxyR_ale20_h2o2,TRUE,TRUE
ecoli_00346,oxyR__oxyR_ale20_h2o2__2,OxyR ALE,oxyR,oxyR_ale20_h2o2,2,Amitesh Anand,Amitesh Anand,3/8/2019,Escherichia coli OxyR.20.40,GMOS,M9,glucose(4),NH4Cl(1),O2,,H2O2(2mM),37,7,,Batch,,Endpoint,Clonal,HiSeq 4000,,2,s3://precise-db/raw_data/oxyR/PAL054_S54_L001_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL054_S54_L002_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL054_S54_L003_R1_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL054_S54_L004_R1_001.fastq.gz,s3://precise-db/raw_data/oxyR/PAL054_S54_L001_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL054_S54_L002_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL054_S54_L003_R2_001.fastq.gz;s3://precise-db/raw_data/oxyR/PAL054_S54_L004_R2_001.fastq.gz,,,https://doi.org/10.1093/molbev/msz251,,1,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,oxyR:oxyR_ale20_h2o2,TRUE,TRUE
ecoli_00363,abx_media__m9_ctrl__1,AntibiotICA,abx_media,m9_ctrl,1,Anand Sastry,Julia Xu,7/3/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/MIC_HRS_M9cntrlR1_S35_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MIC_HRS_M9cntrlR1_S35_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_ctrl,TRUE,TRUE
ecoli_00364,abx_media__m9_ctrl__2,AntibiotICA,abx_media,m9_ctrl,2,Anand Sastry,Julia Xu,7/3/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/M9cntrlR2_S23_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9cntrlR2_S23_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_ctrl,TRUE,TRUE
ecoli_00365,abx_media__rpmi_ctrl__1,AntibiotICA,abx_media,rpmi_ctrl,1,Anand Sastry,Julia Xu,7/3/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,,37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/MIC_HRS_RPMIcntrlR1_S36_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MIC_HRS_RPMIcntrlR1_S36_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_ctrl,TRUE,TRUE
ecoli_00366,abx_media__rpmi_ctrl__2,AntibiotICA,abx_media,rpmi_ctrl,2,Anand Sastry,Julia Xu,7/3/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,,37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/RPMIcntrlR2_S24_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMIcntrlR2_S24_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_ctrl,TRUE,TRUE
ecoli_00367,abx_media__camhb_ctrl__1,AntibiotICA,abx_media,camhb_ctrl,1,Anand Sastry,Julia Xu,7/3/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,,37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/MIC_HRS_MHBcntrlR1_S37_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MIC_HRS_MHBcntrlR1_S37_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,abx_media:camhb_ctrl,TRUE,TRUE
ecoli_00368,abx_media__camhb_ctrl__2,AntibiotICA,abx_media,camhb_ctrl,2,Anand Sastry,Julia Xu,7/3/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,,37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/MIC_HRS_MHBcntrlR2_S38_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MIC_HRS_MHBcntrlR2_S38_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_ctrl,TRUE,TRUE
ecoli_00369,abx_media__m9_mero__1,AntibiotICA,abx_media,m9_mero,1,Anand Sastry,Julia Xu,7/3/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,meropenem(128ug/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/M9meroR1_S31_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9meroR1_S31_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_mero,TRUE,TRUE
ecoli_00370,abx_media__m9_mero__2,AntibiotICA,abx_media,m9_mero,2,Anand Sastry,Julia Xu,7/3/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,meropenem(128ug/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/M9meroR2_S32_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9meroR2_S32_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_mero,TRUE,TRUE
ecoli_00371,abx_media__rpmi_mero__1,AntibiotICA,abx_media,rpmi_mero,1,Anand Sastry,Julia Xu,7/3/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,meropenem(32ug/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/RPMImeroR1_S33_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMImeroR1_S33_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_mero,TRUE,TRUE
ecoli_00372,abx_media__rpmi_mero__2,AntibiotICA,abx_media,rpmi_mero,2,Anand Sastry,Julia Xu,7/3/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,meropenem(32ug/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/RPMImeroR2_S34_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMImeroR2_S34_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_mero,TRUE,TRUE
ecoli_00373,abx_media__camhb_mero__1,AntibiotICA,abx_media,camhb_mero,1,Anand Sastry,Julia Xu,7/3/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,meropenem(256ug/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/MHBmeroR1_S35_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MHBmeroR1_S35_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_mero,TRUE,TRUE
ecoli_00374,abx_media__camhb_mero__2,AntibiotICA,abx_media,camhb_mero,2,Anand Sastry,Julia Xu,7/3/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,meropenem(256ug/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/MHBmeroR2_S36_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MHBmeroR2_S36_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_mero,TRUE,TRUE
ecoli_00375,abx_media__m9_trisulf__1,AntibiotICA,abx_media,m9_trisulf,1,Anand Sastry,Julia Xu,7/8/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,trimethoprim-sulfamethoxazole(131mg/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/M9TSR1_S37_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9TSR1_S37_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_trisulf,TRUE,TRUE
ecoli_00376,abx_media__m9_trisulf__2,AntibiotICA,abx_media,m9_trisulf,2,Anand Sastry,Julia Xu,7/8/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,trimethoprim-sulfamethoxazole(131mg/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/M9TSR2_S38_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9TSR2_S38_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_trisulf,TRUE,TRUE
ecoli_00377,abx_media__rpmi_trisulf__1,AntibiotICA,abx_media,rpmi_trisulf,1,Anand Sastry,Julia Xu,7/8/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,trimethoprim-sulfamethoxazole(16mg/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/RPMITSR1_S39_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMITSR1_S39_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_trisulf,TRUE,TRUE
ecoli_00378,abx_media__rpmi_trisulf__2,AntibiotICA,abx_media,rpmi_trisulf,2,Anand Sastry,Julia Xu,7/8/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,trimethoprim-sulfamethoxazole(16mg/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/RPMITSR2_S40_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMITSR2_S40_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_trisulf,TRUE,TRUE
ecoli_00379,abx_media__camhb_trisulf__1,AntibiotICA,abx_media,camhb_trisulf,1,Anand Sastry,Julia Xu,7/8/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,trimethoprim-sulfamethoxazole(16mg/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/MHBTSR1_S41_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MHBTSR1_S41_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_trisulf,TRUE,TRUE
ecoli_00380,abx_media__camhb_trisulf__2,AntibiotICA,abx_media,camhb_trisulf,2,Anand Sastry,Julia Xu,7/8/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,trimethoprim-sulfamethoxazole(16mg/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/MHBTSR2_S42_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MHBTSR2_S42_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_trisulf,TRUE,TRUE
ecoli_00381,abx_media__m9_cef__1,AntibiotICA,abx_media,m9_cef,1,Anand Sastry,Julia Xu,7/8/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,ceftriaxone(4.1mg/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/M9cefR1_S25_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9cefR1_S25_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_cef,TRUE,TRUE
ecoli_00382,abx_media__m9_cef__2,AntibiotICA,abx_media,m9_cef,2,Anand Sastry,Julia Xu,7/8/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,ceftriaxone(4.1mg/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/M9cefR2_S26_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9cefR2_S26_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_cef,TRUE,TRUE
ecoli_00383,abx_media__rpmi_cef__1,AntibiotICA,abx_media,rpmi_cef,1,Anand Sastry,Julia Xu,7/8/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,ceftriaxone(256ug/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/RPMIcefR1_S27_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMIcefR1_S27_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_cef,TRUE,TRUE
ecoli_00384,abx_media__rpmi_cef__2,AntibiotICA,abx_media,rpmi_cef,2,Anand Sastry,Julia Xu,7/8/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,ceftriaxone(256ug/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/RPMIcefR2_S28_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMIcefR2_S28_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_cef,TRUE,TRUE
ecoli_00385,abx_media__camhb_cef__1,AntibiotICA,abx_media,camhb_cef,1,Anand Sastry,Julia Xu,7/8/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,ceftriaxone(256ug/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/MHBcefR1_S29_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MHBcefR1_S29_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_cef,TRUE,TRUE
ecoli_00386,abx_media__camhb_cef__2,AntibiotICA,abx_media,camhb_cef,2,Anand Sastry,Julia Xu,7/8/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,ceftriaxone(256ug/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/MHBcefR2_S30_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MHBcefR2_S30_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_cef,TRUE,TRUE
ecoli_00387,abx_media__m9_cipro__1,AntibiotICA,abx_media,m9_cipro,1,Anand Sastry,Julia Xu,7/8/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,ciprofloxacin(32ug/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/M9ciproR1_S31_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9ciproR1_S31_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_cipro,TRUE,TRUE
ecoli_00388,abx_media__m9_cipro__2,AntibiotICA,abx_media,m9_cipro,2,Anand Sastry,Julia Xu,7/8/2019,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,ciprofloxacin(32ug/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/M9ciproR2_S32_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/M9ciproR2_S32_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:m9_cipro,TRUE,TRUE
ecoli_00389,abx_media__rpmi_cipro__1,AntibiotICA,abx_media,rpmi_cipro,1,Anand Sastry,Julia Xu,7/8/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,ciprofloxacin(64ug/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/RPMIciproR1_S33_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMIciproR1_S33_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_cipro,TRUE,TRUE
ecoli_00390,abx_media__rpmi_cipro__2,AntibiotICA,abx_media,rpmi_cipro,2,Anand Sastry,Julia Xu,7/8/2019,Escherichia coli K-12 MG1655,MG1655,RPMI+10%LB,,,O2,,ciprofloxacin(64ug/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/RPMIciproR2_S34_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/RPMIciproR2_S34_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:rpmi_cipro,TRUE,TRUE
ecoli_00391,abx_media__camhb_cipro__1,AntibiotICA,abx_media,camhb_cipro,1,Anand Sastry,Julia Xu,7/8/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,ciprofloxacin(16ug/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/MHBciproR1_S35_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MHBciproR1_S35_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_cipro,TRUE,TRUE
ecoli_00392,abx_media__camhb_cipro__2,AntibiotICA,abx_media,camhb_cipro,2,Anand Sastry,Julia Xu,7/8/2019,Escherichia coli K-12 MG1655,MG1655,CAMHB,,,O2,,ciprofloxacin(16ug/mL),37,7,,Batch,,No,,NextSeq,,2,s3://precise-db/raw_data/abx_media/MHBciproR2_S36_R1_001.fastq.gz,s3://precise-db/raw_data/abx_media/MHBciproR2_S36_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,abx_media:camhb_cipro,TRUE,TRUE
ecoli_00393,hot_tale__42c_ale3_30c__1,HOT ALE,hot_tale,42c_ale3_30c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli 42C.3.120.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,0.61943,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL013_S43_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL013_S43_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:42c_ale3_30c,TRUE,TRUE
ecoli_00394,hot_tale__42c_ale3_30c__2,HOT ALE,hot_tale,42c_ale3_30c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli 42C.3.120.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,0.610159,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL014_S44_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL014_S44_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:42c_ale3_30c,TRUE,TRUE
ecoli_00395,hot_tale__42c_ale3_37c__1,HOT ALE,hot_tale,42c_ale3_37c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli 42C.3.120.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.957325,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/ALE_HRS_42C_A3_R1_37C_S41_L008_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_42C_A3_R1_37C_S41_L008_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:42c_ale3_37c,TRUE,TRUE
ecoli_00396,hot_tale__42c_ale3_37c__2,HOT ALE,hot_tale,42c_ale3_37c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli 42C.3.120.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.958287,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/ALE_HRS_42C_A3_R2_37C_S42_L008_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_42C_A3_R2_37C_S42_L008_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:42c_ale3_37c,TRUE,TRUE
ecoli_00397,hot_tale__42c_ale3_44c__1,HOT ALE,hot_tale,42c_ale3_44c,1,Ke Chen,Ke Chen,10/17/2018,Escherichia coli 42C.3.120.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,0.558411,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL013_S40_L002_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL013_S40_L002_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:42c_ale3_44c,TRUE,TRUE
ecoli_00398,hot_tale__42c_ale3_44c__2,HOT ALE,hot_tale,42c_ale3_44c,2,Ke Chen,Ke Chen,10/17/2018,Escherichia coli 42C.3.120.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,0.571729,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL014_S41_L002_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL014_S41_L002_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:42c_ale3_44c,TRUE,TRUE
ecoli_00399,hot_tale__hot_ale3_mid_30c__1,HOT ALE,hot_tale,hot_ale3_mid_30c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.3.181.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,0.43315,Midpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL015_S45_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL015_S45_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_mid_30c,TRUE,TRUE
ecoli_00400,hot_tale__hot_ale3_mid_30c__2,HOT ALE,hot_tale,hot_ale3_mid_30c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.3.181.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,30,7,,Batch,0.423586,Midpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL016_S46_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL016_S46_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_mid_30c,TRUE,TRUE
ecoli_00401,hot_tale__hot_ale3_mid_37c__1,HOT ALE,hot_tale,hot_ale3_mid_37c,1,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.3.181.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.846304,Midpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/ALE_HRS_A3_F181_R1_37C_S43_L008_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A3_F181_R1_37C_S43_L008_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale3_mid_37c,TRUE,TRUE
